#	Timestamp	IP Address	Country	IP Changed?
105	13:34:27.271	193.29.107.101	-	No
104	13:34:27.033	193.29.107.101	-	No
103	13:34:26.902	193.29.107.101	-	No
102	13:34:26.693	193.29.107.101	-	No
101	13:34:26.429	193.29.107.101	-	No
100	13:34:26.349	193.29.107.101	-	No
99	13:34:26.270	193.29.107.101	-	No
98	13:34:26.129	193.29.107.101	-	No
97	13:34:25.981	193.29.107.101	-	No
96	13:34:25.860	193.29.107.101	-	No
95	13:34:25.603	193.29.107.101	-	No
94	13:34:25.464	193.29.107.101	-	No
93	13:34:25.363	193.29.107.101	-	No
92	13:34:24.950	193.29.107.101	-	No
91	13:34:20.948	No connection detected	-	No
90	13:34:15.916	No connection detected	-	No
89	13:34:10.893	No connection detected	-	No
88	13:34:05.856	193.29.107.101	-	No
87	13:34:05.683	193.29.107.101	-	No
86	13:34:05.325	193.29.107.101	-	No
85	13:34:05.128	193.29.107.101	-	No
84	13:34:04.985	193.29.107.101	-	No
83	13:34:04.871	193.29.107.101	-	No
82	13:34:04.678	193.29.107.101	-	No
81	13:34:04.548	193.29.107.101	-	No
80	13:34:04.389	193.29.107.101	-	No
79	13:34:04.236	193.29.107.101	-	No
78	13:34:04.097	193.29.107.101	-	No
77	13:34:03.856	193.29.107.101	-	No
76	13:34:03.723	193.29.107.101	-	No
75	13:34:03.546	193.29.107.101	-	No
74	13:34:03.403	193.29.107.101	-	No
73	13:34:03.326	193.29.107.101	-	No
72	13:34:03.178	193.29.107.101	-	No
71	13:34:03.092	193.29.107.101	-	No
70	13:34:00.207	193.29.107.101	-	No
69	13:33:59.990	193.29.107.101	-	No
68	13:33:59.793	193.29.107.101	-	No
67	13:33:59.717	193.29.107.101	-	No
66	13:33:59.576	193.29.107.101	-	No
65	13:33:59.497	193.29.107.101	-	No
64	13:33:59.405	193.29.107.101	-	No
63	13:33:59.245	193.29.107.101	-	Yes
62	13:33:55.471	No connection detected	-	No
61	13:33:55.298	149.102.237.131	Italy	No
60	13:33:55.165	149.102.237.131	Italy	No
59	13:33:54.990	149.102.237.131	Italy	No
58	13:33:54.914	149.102.237.131	Italy	No
57	13:33:54.846	149.102.237.131	Italy	No
56	13:33:54.765	149.102.237.131	Italy	No
55	13:33:54.701	149.102.237.131	Italy	No
54	13:33:54.565	149.102.237.131	Italy	No
53	13:33:54.388	149.102.237.131	Italy	No
52	13:33:54.313	149.102.237.131	Italy	No
51	13:33:54.245	149.102.237.131	Italy	No
50	13:33:54.157	149.102.237.131	Italy	No
49	13:33:54.046	149.102.237.131	Italy	No
48	13:33:53.867	149.102.237.131	Italy	No
47	13:33:53.792	149.102.237.131	Italy	No
46	13:33:53.725	149.102.237.131	Italy	No
45	13:33:53.591	149.102.237.131	Italy	No
44	13:33:53.419	149.102.237.131	Italy	No
43	13:33:53.337	149.102.237.131	Italy	No
42	13:33:53.260	149.102.237.131	Italy	No
41	13:33:53.128	149.102.237.131	Italy	No
40	13:33:53.09	149.102.237.131	Italy	No
39	13:33:52.815	149.102.237.131	Italy	No
38	13:33:52.744	149.102.237.131	Italy	No
37	13:33:52.668	149.102.237.131	Italy	No
36	13:33:52.530	149.102.237.131	Italy	No
35	13:33:52.305	149.102.237.131	Italy	No
34	13:33:52.103	149.102.237.131	Italy	No
33	13:33:51.872	149.102.237.131	Italy	No
32	13:33:51.686	149.102.237.131	Italy	No
31	13:33:51.555	149.102.237.131	Italy	No
30	13:33:51.393	149.102.237.131	Italy	No
29	13:33:51.317	149.102.237.131	Italy	No
28	13:33:51.203	149.102.237.131	Italy	No
27	13:33:51.011	149.102.237.131	Italy	No
26	13:33:50.936	149.102.237.131	Italy	No
25	13:33:50.871	149.102.237.131	Italy	No
24	13:33:50.737	149.102.237.131	Italy	No
23	13:33:50.532	149.102.237.131	Italy	No
22	13:33:50.291	149.102.237.131	Italy	No
21	13:33:50.117	149.102.237.131	Italy	No
20	13:33:50.037	149.102.237.131	Italy	No
19	13:33:49.760	149.102.237.131	Italy	No
18	13:33:49.606	149.102.237.131	Italy	No
17	13:33:49.438	149.102.237.131	Italy	No
16	13:33:49.309	149.102.237.131	Italy	No
15	13:33:49.155	149.102.237.131	Italy	No
14	13:33:48.987	149.102.237.131	Italy	No
13	13:33:48.853	149.102.237.131	Italy	No
12	13:33:48.760	149.102.237.131	Italy	No
11	13:33:48.688	149.102.237.131	Italy	No
10	13:33:48.552	149.102.237.131	Italy	No
9	13:33:48.390	149.102.237.131	Italy	No
8	13:33:48.319	149.102.237.131	Italy	No
7	13:33:48.200	149.102.237.131	Italy	No
6	13:33:47.957	149.102.237.131	Italy	No
5	13:33:47.798	149.102.237.131	Italy	No
4	13:33:47.709	149.102.237.131	Italy	No
3	13:33:47.638	149.102.237.131	Italy	No
2	13:33:47.571	149.102.237.131	Italy	No
1	13:33:47.476	149.102.237.131	Italy	No
