#	Timestamp	IP Address	Country	IP Changed?
231	14:23:11.045	37.140.254.204	Switzerland	No
230	14:23:10.905	37.140.254.204	Switzerland	No
229	14:23:10.805	37.140.254.204	Switzerland	No
228	14:23:10.652	37.140.254.204	Switzerland	No
227	14:23:10.575	37.140.254.204	Switzerland	No
226	14:23:10.489	37.140.254.204	Switzerland	No
225	14:23:10.345	37.140.254.204	Switzerland	No
224	14:23:10.136	37.140.254.204	Switzerland	No
223	14:23:09.896	37.140.254.204	Switzerland	No
222	14:23:09.660	37.140.254.204	Switzerland	No
221	14:23:09.468	37.140.254.204	Switzerland	No
220	14:23:09.296	37.140.254.204	Switzerland	No
219	14:23:09.191	37.140.254.204	Switzerland	No
218	14:23:09.08	37.140.254.204	Switzerland	No
217	14:23:04.282	No connection detected	-	No
216	14:22:59.142	No connection detected	-	No
215	14:22:54.028	No connection detected	-	No
214	14:22:48.903	37.140.254.204	Switzerland	No
213	14:22:48.822	37.140.254.204	Switzerland	No
212	14:22:48.690	37.140.254.204	Switzerland	No
211	14:22:48.534	37.140.254.204	Switzerland	No
210	14:22:48.344	37.140.254.204	Switzerland	No
209	14:22:48.107	37.140.254.204	Switzerland	No
208	14:22:47.924	37.140.254.204	Switzerland	No
207	14:22:47.787	37.140.254.204	Switzerland	No
206	14:22:47.542	37.140.254.204	Switzerland	No
205	14:22:47.379	37.140.254.204	Switzerland	No
204	14:22:47.242	37.140.254.204	Switzerland	No
203	14:22:47.135	37.140.254.204	Switzerland	No
202	14:22:47.058	37.140.254.204	Switzerland	No
201	14:22:46.890	37.140.254.204	Switzerland	No
200	14:22:46.801	37.140.254.204	Switzerland	No
199	14:22:46.704	37.140.254.204	Switzerland	No
198	14:22:46.561	37.140.254.204	Switzerland	No
197	14:22:46.473	37.140.254.204	Switzerland	No
196	14:22:46.392	37.140.254.204	Switzerland	No
195	14:22:46.220	37.140.254.204	Switzerland	No
194	14:22:46.049	37.140.254.204	Switzerland	No
193	14:22:45.961	37.140.254.204	Switzerland	No
192	14:22:45.794	37.140.254.204	Switzerland	No
191	14:22:45.645	37.140.254.204	Switzerland	No
190	14:22:45.488	37.140.254.204	Switzerland	No
189	14:22:45.332	37.140.254.204	Switzerland	No
188	14:22:45.183	37.140.254.204	Switzerland	No
187	14:22:45.018	37.140.254.204	Switzerland	No
186	14:22:44.936	37.140.254.204	Switzerland	No
185	14:22:44.849	37.140.254.204	Switzerland	No
