#	Timestamp	IP Address	Country	IP Changed?
116	07:15:04.398	No connection detected	-	No
115	07:14:59.364	No connection detected	-	No
114	07:14:54.258	No connection detected	-	No
113	07:14:49.172	No connection detected	-	No
112	07:14:44.112	45.133.173.68	United Kingdom	No
111	07:14:43.943	45.133.173.68	United Kingdom	No
110	07:14:43.795	45.133.173.68	United Kingdom	No
109	07:14:43.651	45.133.173.68	United Kingdom	No
108	07:14:43.489	45.133.173.68	United Kingdom	No
107	07:14:43.340	45.133.173.68	United Kingdom	No
106	07:14:43.181	45.133.173.68	United Kingdom	No
105	07:14:43.034	45.133.173.68	United Kingdom	No
104	07:14:42.894	45.133.173.68	United Kingdom	No
103	07:14:42.748	45.133.173.68	United Kingdom	No
102	07:14:42.516	45.133.173.68	United Kingdom	No
101	07:14:42.352	45.133.173.68	United Kingdom	No
100	07:14:42.195	45.133.173.68	United Kingdom	No
99	07:14:42.040	45.133.173.68	United Kingdom	No
98	07:14:41.897	45.133.173.68	United Kingdom	No
97	07:14:41.744	45.133.173.68	United Kingdom	No
96	07:14:41.584	45.133.173.68	United Kingdom	No
95	07:14:41.445	45.133.173.68	United Kingdom	No
94	07:14:41.277	45.133.173.68	United Kingdom	No
93	07:14:41.120	45.133.173.68	United Kingdom	No
92	07:14:40.975	45.133.173.68	United Kingdom	No
91	07:14:40.826	45.133.173.68	United Kingdom	No
90	07:14:40.661	45.133.173.68	United Kingdom	No
89	07:14:40.522	45.133.173.68	United Kingdom	No
88	07:14:40.369	45.133.173.68	United Kingdom	No
87	07:14:40.227	45.133.173.68	United Kingdom	No
86	07:14:40.068	45.133.173.68	United Kingdom	No
85	07:14:39.910	45.133.173.68	United Kingdom	No
84	07:14:39.755	45.133.173.68	United Kingdom	No
83	07:14:39.601	45.133.173.68	United Kingdom	No
82	07:14:39.445	45.133.173.68	United Kingdom	No
81	07:14:39.307	45.133.173.68	United Kingdom	No
80	07:14:39.151	45.133.173.68	United Kingdom	No
79	07:14:38.978	45.133.173.68	United Kingdom	No
78	07:14:38.837	45.133.173.68	United Kingdom	No
77	07:14:38.666	45.133.173.68	United Kingdom	No
76	07:14:38.532	45.133.173.68	United Kingdom	No
75	07:14:38.384	45.133.173.68	United Kingdom	No
74	07:14:38.211	45.133.173.68	United Kingdom	No
73	07:14:38.049	45.133.173.68	United Kingdom	No
72	07:14:37.903	45.133.173.68	United Kingdom	No
71	07:14:37.735	45.133.173.68	United Kingdom	No
70	07:14:37.582	45.133.173.68	United Kingdom	Yes
69	07:14:37.316	No connection detected	-	No
68	07:14:32.265	No connection detected	-	No
67	07:14:27.233	102.129.252.154	United States	No
66	07:14:24.654	102.129.252.154	United States	No
65	07:14:24.383	102.129.252.154	United States	No
64	07:14:23.989	102.129.252.154	United States	No
63	07:14:23.454	102.129.252.154	United States	No
62	07:14:23.116	102.129.252.154	United States	No
61	07:14:22.754	102.129.252.154	United States	No
60	07:14:22.400	102.129.252.154	United States	No
59	07:14:21.960	102.129.252.154	United States	No
58	07:14:21.397	102.129.252.154	United States	No
